node_1|node_1_type|node_2|node_2_type|edge|chunk_id
trials norms availability|documents|brown add rating scales for children, adolescents and adults (badds)|documents|The BADDS is a trial with norms available|8ce2bce91ef4446ca0ab5ea86b69a99e
trials norms availability|documents|conners global index (cgi) emotional lability scale|documents|The CGI is a trial with norms available|8ce2bce91ef4446ca0ab5ea86b69a99e
trials norms availability|documents|child behavior checklist –dysregulation proﬁle (cbcl-dp)|documents|The CBCL-DP is a trial with norms not found|8ce2bce91ef4446ca0ab5ea86b69a99e
trials norms availability|documents|difﬁculties in emotion regulation scale (ders)|documents|The DERS is a trial with norms available|8ce2bce91ef4446ca0ab5ea86b69a99e
trials norms availability|documents|emotion dysregulation scale, short version (eds-short)|documents|The EDS-short is a trial with norms not found|8ce2bce91ef4446ca0ab5ea86b69a99e
trials norms availability|documents|emotion regulation checklist (erc)|documents|The ERC is a trial with norms not found|8ce2bce91ef4446ca0ab5ea86b69a99e
trials norms availability|documents|emotion regulation index for adults and children (erica)|documents|The ERICA is a trial with norms available|8ce2bce91ef4446ca0ab5ea86b69a99e
trials norms availability|documents|emotion regulation questionnaire (erq)|documents|The ERQ is a trial with norms available|8ce2bce91ef4446ca0ab5ea86b69a99e
children|entity|adults|entity|The report includes both children and adults.|8ce2bce91ef4446ca0ab5ea86b69a99e
trials norms availability|documents|conners global index (cgi) emotional lability scale|documents|The CGI is a trial with norms available|8ce2bce91ef4446ca0ab5ea86b69a99e
trials norms availability|documents|child behavior checklist –dysregulation proﬁle (cbcl-dp)|documents|The CBCL-DP is a trial with norms not found|8ce2bce91ef4446ca0ab5ea86b69a99e
trials norms availability|documents|difﬁculties in emotion regulation scale (ders)|documents|The DERS is a trial with norms available|8ce2bce91ef4446ca0ab5ea86b69a99e
trials norms availability|documents|emotion dysregulation scale, short version (eds-short)|documents|The EDS is a trial with norms not found|8ce2bce91ef4446ca0ab5ea86b69a99e
trials norms availability|documents|emotion regulation checklist (erc)|documents|The ERC is a trial with norms not found|8ce2bce91ef4446ca0ab5ea86b69a99e
trials norms availability|documents|emotion regulation index for adults and children (erica)|documents|The ERICA is a trial with norms available|8ce2bce91ef4446ca0ab5ea86b69a99e
trials norms availability|documents|emotion regulation questionnaire (erq)|documents|The ERQ is a trial with norms available|8ce2bce91ef4446ca0ab5ea86b69a99e
emotion regulation questionnaire (erq)|documents|emotional lability t-scores on conners rating scales –revised (crs-r)|documents|both used as measures of emotional regulation in children|4cbe61516cc94d90b849e2b265608b0a
expression and emotion scale for children (eesc)|documents|state difﬁculties in emotion regulation scale (s-ders)|documents|both used as measures of emotional regulation in children|4cbe61516cc94d90b849e2b265608b0a
strengths and difﬁculties questionnaire – dysregulation proﬁle (sdq-dp)|documents|emotion regulation questionnaire (erq)|documents|used in conjunction with ERQ to assess emotional regulation|4cbe61516cc94d90b849e2b265608b0a
wender-reimherr adult attention deﬁcit disorder scale|documents|distress tolerance scale|documents|both used as measures of attention and emotional regulation in adults|4cbe61516cc94d90b849e2b265608b0a
frustration discomfort scale|documents|distress tolerance scale|documents|both used as measures of emotional regulation in adults|4cbe61516cc94d90b849e2b265608b0a
emotion regulation questionnaire (erq)|documents|children|person|used with children as the target population|4cbe61516cc94d90b849e2b265608b0a
strengths and difﬁculties questionnaire – dysregulation proﬁle (sdq-dp)|documents|children|person|used with children as the target population|4cbe61516cc94d90b849e2b265608b0a
wender-reimherr adult attention deﬁcit disorder scale|documents|adults|person|used with adults as the target population|4cbe61516cc94d90b849e2b265608b0a
distress tolerance scale|documents|adults|person|used with adults as the target population|4cbe61516cc94d90b849e2b265608b0a
adhd|condition|emotional dysregulation|condition|ADHD is related to emotional dysregulation as a symptom of the disorder|d5f267d28fa643ccbdbc068250cd4a4b
adhd symptoms|concept|emotional dysregulation|condition|ADHD symptoms are related to emotional dysregulation as a component of the disorder|d5f267d28fa643ccbdbc068250cd4a4b
methylphenidate preparations|service|emotional lability|condition|Methylphenidate preparations are used to improve emotional lability|d5f267d28fa643ccbdbc068250cd4a4b
extended-release methylphenidate|service|adhd and emotional dysregulation|condition|Extended-release methylphenidate is used to treat ADHD and emotional dysregulation|d5f267d28fa643ccbdbc068250cd4a4b
cbcl-dysregulation profile|documents|emotional dysregulation scores|condition|The CBCL-Dysregulation Profile is used to measure emotional dysregulation scores|d5f267d28fa643ccbdbc068250cd4a4b
child behavior checklist|documents|adhd symptoms|condition|not associated with|f7e32786cd4b41148d32e49d48345fd6
mph|service|adhd symptoms|condition|response to|f7e32786cd4b41148d32e49d48345fd6
emotional dysregulation|concept|mph|service|treatment was effective in improving|f7e32786cd4b41148d32e49d48345fd6
parent behavior management program|service|emotional dysregulation|concept|positive effects from|f7e32786cd4b41148d32e49d48345fd6
adhd symptoms|condition|emotional symptoms|concept|are not solely attributable to|f7e32786cd4b41148d32e49d48345fd6
stimulant treatment|service|aggressive behavior|condition|led to remission of|f7e32786cd4b41148d32e49d48345fd6
negative mood symptoms|concept|remission of aggressive behavior|condition|presence did not diminish the likelihood of|f7e32786cd4b41148d32e49d48345fd6
persistent negative mood symptoms|condition|improvements in emotional regulation|concept|The presence of persistent negative mood symptoms also improved significantly.|a9e2bfefe35d42a9a7b3daf2f3f194d2
stimulant monotherapy|service|remission of irritability among highly volatile, aggressive children with adhd|concept|Stimulant monotherapy leads to high rates of remission of irritability among highly volatile, aggressive children with ADHD.|a9e2bfefe35d42a9a7b3daf2f3f194d2
emotional symptoms associated with adhd|condition|extended-release mph|service|Extended-release MPH was superior to placebo in reducing emotional symptoms associated with ADHD in adults.|a9e2bfefe35d42a9a7b3daf2f3f194d2
high inattentive factor|concept|high emotional dysregulation factor|concept|The study assessed two distinct categories of adults with ADHD: those with a high Inattentive Factor, and those with a high Emotional Dysregulation Factor.|a9e2bfefe35d42a9a7b3daf2f3f194d2
emotional dysregulation|condition|extended-release mph treatment|service|Emotional dysregulation was acutely responsive to MPH treatment, and symptoms continued to improve during 6-month open-label follow-up periods.|a9e2bfefe35d42a9a7b3daf2f3f194d2
cognitive psychotherapy or individual counseling plus mph treatment|service|significantly better scores on measures of impulsivity and emotional lability|concept|Adults with ADHD in group cognitive psychotherapy or individual counseling plus MPH treatment had significantly better scores on measures of impulsivity and emotional lability after 24 and 52 weeks than those in psychotherapy/counseling plus placebo.|a9e2bfefe35d42a9a7b3daf2f3f194d2
amphetamine|service|fewer studies|concept|There have been fewer studies with amphetamine|a9e2bfefe35d42a9a7b3daf2f3f194d2
amphetamine formulations|documents|lisdexamfetamine dimesylate (ldx)|documents|found to have similar effects in ADHD treatment|325e3bafd9bb44d7952104e75b663808
emotional control impairment|condition|lisdexamfetamine dimesylate (ldx)|documents|improved with treatment|325e3bafd9bb44d7952104e75b663808
emotional self-regulation|condition|lisdexamfetamine dimesylate (ldx)|documents|improved with treatment|325e3bafd9bb44d7952104e75b663808
emotional dysregulation|condition|lisdexamfetamine dimesylate (ldx)|documents|improved with treatment|325e3bafd9bb44d7952104e75b663808
emotional lability|condition|lisdexamfetamine dimesylate (ldx)|documents|improved with treatment|325e3bafd9bb44d7952104e75b663808
irritability|condition|lisdexamfetamine dimesylate (ldx)|documents|improved with treatment|325e3bafd9bb44d7952104e75b663808
amphetamines|"object|concept|documents"|emotional dysregulation|"condition|concept"|appear to be effective for the treatment of adultswith ADHD and emotional dysregulation|3fae7947484943769422753fe259a8cd
atx (atomoxetine)|"object|documents|service"|child emotionality|"condition|concept"|found small positive effects of ATX on child emotion-ality|3fae7947484943769422753fe259a8cd
odd symptoms|"condition|concept"|atx (atomoxetine)|"object|documents|service"|small improvements in ODD symptoms alsowere noted|3fae7947484943769422753fe259a8cd
emotional dysregulation|"condition|concept"|wraadds (wender-reimherr adult attention deﬁcitdisorder scale)|"documents|service"|measured by the WRAADDS, deﬁned as problemswith ‘temper, affective lability and emotionalover-reactivity’|3fae7947484943769422753fe259a8cd
adhd patients|"object|person|condition"|emotional dysregulation symptoms|"condition|concept"|improved signiﬁcantly more in ADHD patients takingATX than placebo|3fae7947484943769422753fe259a8cd
aggression and emotionaldysregulation|"condition|concept"|additional pharmacotherapy|"documents|service"|signiﬁcantly improved|3fae7947484943769422753fe259a8cd
callous emotional traits|"condition|concept"|additional pharmacotherapy|"documents|service"|not signiﬁcantly improved|3fae7947484943769422753fe259a8cd
emotional dysregulation|condition|disruptive behavioral disorders|condition|is highly prevalent in|3a43b37d8b0c4dc899cd560b050fc804
emotional dysregulation|condition|methylphenidate|service|is effective for independently from other clinical determinants|3a43b37d8b0c4dc899cd560b050fc804
aggressive behavior|condition|stimulant treatment|service|was markedly improved in children with ADHD and severe aggression/DBD|3a43b37d8b0c4dc899cd560b050fc804
emotional symptoms|condition|methylphenidate|service|was significantly statistically superior to placebo in reducing with ADHD as assessed by the EDS and the ELS|3a43b37d8b0c4dc899cd560b050fc804
emotional dysregulation|condition|methylphenidate|service|showed improvement of emotional domains during treatment with|3a43b37d8b0c4dc899cd560b050fc804
adhd index of the conners adult adhd rating scale|documents|methylphenidate|service|was significantly superior to placebo as assessed by change in|3a43b37d8b0c4dc899cd560b050fc804
executive function control of emotional response|condition|lisdexamfetamine|service|was treated with during treatment with|3a43b37d8b0c4dc899cd560b050fc804
executive function control|concept|emotional response|condition|Impairments in executive function control affect emotional response|e0a330871d52477eaa86437b05f58295
lisdexamfetamine|service|executive function control|concept|Treatment with lisdexamfetamine improves executive function control|e0a330871d52477eaa86437b05f58295
