source,target,edge,edge_type,value,color
adderall xr,symptoms throughout the day,exists is same context,contextual proximity,2,#808080
adderall xr,symptoms with just one dose,"can help manage symptoms with,exists is same context",relation,6,#22dd22
adderall xr,vyvanse,exists is same context,contextual proximity,4,#808080
adderall xr,zenzedi,exists is same context,contextual proximity,2,#808080
addiction,adhd symptoms,exists is same context,contextual proximity,5,#808080
addiction,depression,exists is same context,contextual proximity,2,#808080
addiction,misuse of prescription drugs,The context mentions addiction and prescription drug misuse in the same sentence.,relation,4,#22dd22
additional meals or snacks,weight loss,exists is same context,contextual proximity,2,#808080
additional meals or snacks,weight loss in people with adhd,"can help reduce weight loss,exists is same context",relation,7,#22dd22
additional pharmacotherapy,adhd patients,exists is same context,contextual proximity,2,#808080
additional pharmacotherapy,aggression and emotionaldysregulation,exists is same context,contextual proximity,2,#808080
additional pharmacotherapy,amphetamine,exists is same context,contextual proximity,2,#808080
additional pharmacotherapy,atomoxetine (atx),exists is same context,contextual proximity,4,#808080
additional pharmacotherapy,callous emotional traits,exists is same context,contextual proximity,2,#808080
additional pharmacotherapy,child emotionality,exists is same context,contextual proximity,2,#808080
additional pharmacotherapy,emotion dysregulation,exists is same context,contextual proximity,4,#808080
additional pharmacotherapy,emotional dysregulation symptoms,exists is same context,contextual proximity,2,#808080
additional pharmacotherapy,odd symptoms,exists is same context,contextual proximity,2,#808080
additional pharmacotherapy,wraadds (wender-reimherr adult attention deﬁcitdisorder scale),exists is same context,contextual proximity,2,#808080
additional problems the patient may have,adhd,exists is same context,contextual proximity,3,#808080
additional problems the patient may have,adhd clinical diagnoses,exists is same context,contextual proximity,6,#808080
address this growing public health problem,adult,exists is same context,contextual proximity,3,#808080
address this growing public health problem,consistent nomenclature,exists is same context,contextual proximity,3,#808080
address this growing public health problem,definition of nmu,exists is same context,contextual proximity,3,#808080
address this growing public health problem,epidemic levels,exists is same context,contextual proximity,3,#808080
address this growing public health problem,health care professionals,exists is same context,contextual proximity,3,#808080
address this growing public health problem,nmu,exists is same context,contextual proximity,6,#808080
address this growing public health problem,patient advocacy groups,exists is same context,contextual proximity,3,#808080
address this growing public health problem,prescription stimulant,exists is same context,contextual proximity,3,#808080
address this growing public health problem,nmu of stimulants,exists is same context,contextual proximity,3,#808080
address this growing public health problem,surveys and databases,exists is same context,contextual proximity,3,#808080
adgrl3,genomewide study,"validated in,exists is same context",relation,12,#22dd22
adh d medications,"abuse, misuse and diversion",exists is same context,contextual proximity,2,#808080
adh d medications,asthma medications,"were compared in a study,exists is same context",relation,6,#22dd22
adhd,$47.55 million,"total annual economic burden due to ADHD,exists is same context",relation,12,#22dd22
adhd,"$47.55 million (hong et al., 2020)","total annual economic burden due to ADHD, as estimated in a study by Hong et al. (2020),exists is same context",relation,12,#22dd22
adhd,2–4 hours,exists is same context,contextual proximity,8,#808080
adhd,2–4 hours,exists is same context,contextual proximity,8,#808080
adhd,5.9%,exists is same context,contextual proximity,8,#808080
adhd,50,exists is same context,contextual proximity,6,#808080
adhd,2–4 hours,exists is same context,contextual proximity,8,#808080
adhd,79 authors,exists is same context,contextual proximity,2,#808080
adhd,2–4 hours,exists is same context,contextual proximity,8,#808080
adhd,a death in the family,exists is same context,contextual proximity,16,#808080
adhd,a father or brother or sister with epilepsy,exists is same context,contextual proximity,13,#808080
adhd,a person's mother with epilepsy,exists is same context,contextual proximity,13,#808080
adhd,abdominal pain,exists is same context,contextual proximity,2,#808080
adhd,ability to modulate reactivity,"were strongly impaired in the ability to modulate their reactivity to novel or stressful events,exists is same context",relation,9,#22dd22
adhd,abnormalities of chromosomes,exists is same context,contextual proximity,5,#808080
adhd,abstinence is not an absolute precondition to start treatment,exists is same context,contextual proximity,2,#808080
adhd,abstract problem solving,"had small to moderate difficulties with,exists is same context",relation,36,#22dd22
adhd,abuse,exists is same context,contextual proximity,7,#808080
adhd,academic activity,exists is same context,contextual proximity,3,#808080
adhd,academic function,exists is same context,contextual proximity,3,#808080
adhd,academic integrity policies,exists is same context,contextual proximity,2,#808080
adhd,academic outcomes,"is improved by,ADHD can affect academic performance,Individuals with ADHD typically have slightly lower IQ scores compared to those without ADHD, affecting their academic performance.,exists is same context",relation,37,#22dd22
adhd,academic skills,exists is same context,contextual proximity,14,#808080
adhd,accidental injuries,"People with ADHD are at increased risk for low quality of life, accidental injuries,exists is same context",relation,10,#22dd22
adhd,accidental physical injuries,"Those with ADHD had a 40 to 50% greater risk of accidental physical injuries.,exists is same context",relation,9,#22dd22
adhd,accidents,exists is same context,contextual proximity,8,#808080
adhd,accommodations,exists is same context,contextual proximity,2,#808080
adhd,accurate diagnosis,exists is same context,contextual proximity,8,#808080
