source,target,edge,edge_type,value,color
ach’e,d.p.o.,exists is same context,contextual proximity,4,#808080
ach’e,g.v.p.,exists is same context,contextual proximity,5,#808080
ach’e,medice,exists is same context,contextual proximity,2,#808080
actigraphy,adhd,exists is same context,contextual proximity,6,#808080
actigraphy,multiple sleep latency test (mslt),exists is same context,contextual proximity,2,#808080
actigraphy,obstructive sleep apnea (osa),exists is same context,contextual proximity,2,#808080
actigraphy,polysomnography (psg),exists is same context,contextual proximity,2,#808080
actigraphy,restless legs syndrome (rls),exists is same context,contextual proximity,2,#808080
actigraphy,sleep assessment,"additional instrumental assessment of sleep, including actigraphy...,exists is same context",relation,8,#22dd22
active controls,adhd symptoms,exists is same context,contextual proximity,3,#808080
active controls,cbt,exists is same context,contextual proximity,2,#808080
activities providing intense stimulation or frequent rewards,symptoms of adhd may be less evident,when individual is engaged in such activities,relation,4,#22dd22
acupuncture,adhd,exists is same context,contextual proximity,5,#808080
acupuncture,stigma,exists is same context,contextual proximity,2,#808080
acupuncture,yoga,are traditional therapies for ADHD,relation,4,#22dd22
acute mania,preschoolers,exists is same context,contextual proximity,2,#808080
acute mania,stimulants,exists is same context,contextual proximity,5,#808080
ad hd,american academy of pediatrics,recommended by,relation,4,#22dd22
ad/hd,self-regulation of emotion,is related to in children with AD/HD,relation,4,#22dd22
"adams, h.h.h.","cruchaga, c.",exists is same context,contextual proximity,2,#808080
"adams, h.h.h.","freilinger, t.",exists is same context,contextual proximity,2,#808080
"adams, h.h.h.","furlotte, n.",exists is same context,contextual proximity,2,#808080
"adams, h.h.h.","kurth, t.",exists is same context,contextual proximity,2,#808080
"adams, h.h.h.","lehtim¨aki, t.",colleagues,relation,4,#22dd22
"adams, h.h.h.","ligthart, l.",exists is same context,contextual proximity,2,#808080
"adams, h.h.h.","ran, c.",exists is same context,contextual proximity,2,#808080
"adams, h.h.h.","terwindt, g.m.",exists is same context,contextual proximity,2,#808080
adaptive functioning,adhd,exists is same context,contextual proximity,2,#808080
adaptive functioning,medications,exists is same context,contextual proximity,2,#808080
adaptive functioning,non-pharmacological treatments,exists is same context,contextual proximity,2,#808080
adcock,e.s.b.,exists is same context,contextual proximity,8,#808080
adcock,esrc,exists is same context,contextual proximity,2,#808080
adcock,government,exists is same context,contextual proximity,5,#808080
adcock,j.b.s.,exists is same context,contextual proximity,4,#808080
adcock,ku leuven,exists is same context,contextual proximity,2,#808080
adcock,m.h.,exists is same context,contextual proximity,2,#808080
adcock,mrc,exists is same context,contextual proximity,2,#808080
adcock,r.s.,exists is same context,contextual proximity,10,#808080
adcock,wellcome trust,exists is same context,contextual proximity,2,#808080
add (attention deficit disorder),adhd,exists is same context,contextual proximity,2,#808080
add (attention deficit disorder),symptoms,exists is same context,contextual proximity,4,#808080
adderall,adhd,exists is same context,contextual proximity,14,#808080
adderall,adzenys xr,exists is same context,contextual proximity,2,#808080
adderall,amphetamine,exists is same context,contextual proximity,6,#808080
adderall,amphetamine (amph),"brand name of amphetamine,exists is same context",relation,6,#22dd22
adderall,anxiety,exists is same context,contextual proximity,2,#808080
adderall,dexedrine,exists is same context,contextual proximity,6,#808080
adderall,irritability,exists is same context,contextual proximity,2,#808080
adderall,methylphenidate (mph),exists is same context,contextual proximity,6,#808080
adderall,mg,"has dosage,exists is same context",relation,12,#22dd22
adderall,mood swings,exists is same context,contextual proximity,2,#808080
adderall,mydayis,exists is same context,contextual proximity,2,#808080
adderall,spansule,exists is same context,contextual proximity,2,#808080
adderall,vyvanse,exists is same context,contextual proximity,6,#808080
adderall,xr,"is variant of,exists is same context",relation,6,#22dd22
"adderall, vyvanse, dexedrine, and others",amphetamine,exists is same context,contextual proximity,2,#808080
"adderall, vyvanse, dexedrine, and others",methylphenidate,exists is same context,contextual proximity,2,#808080
addiction,attention-deficit/hyperactivity disorder,exists is same context,contextual proximity,3,#808080
addiction,psychiatric disorders,Relating addiction and psychiatric disorders,relation,4,#22dd22
additional evaluation,cardiac disease,exists is same context,contextual proximity,2,#808080
additional pharmacotherapy,adults with adhd,exists is same context,contextual proximity,2,#808080
additional pharmacotherapy,aggression and emotional dysregulation,"signiﬁcantly improved in ADHD patients,exists is same context",relation,6,#22dd22
additional pharmacotherapy,amphetamines,exists is same context,contextual proximity,2,#808080
additional pharmacotherapy,atx,exists is same context,contextual proximity,4,#808080
additional pharmacotherapy,callous emotional traits,exists is same context,contextual proximity,2,#808080
additional pharmacotherapy,child emotionality,exists is same context,contextual proximity,2,#808080
additional pharmacotherapy,emotional dysregulation symptoms,exists is same context,contextual proximity,2,#808080
additional pharmacotherapy,odd symptoms,exists is same context,contextual proximity,2,#808080
additional pharmacotherapy,wraadds,exists is same context,contextual proximity,2,#808080
additional problems,adhd,exists is same context,contextual proximity,2,#808080
additional problems,adhd diagnosis,exists is same context,contextual proximity,7,#808080
additional problems,clinician,exists is same context,contextual proximity,2,#808080
"adeyemo, b.o., et al.",j. atten. disord.,exists is same context,contextual proximity,2,#808080
"adeyemo, b.o., et al.",y.w.,exists is same context,contextual proximity,3,#808080
adgrl3,adhd,exists is same context,contextual proximity,3,#808080
adgrl3,genes implicated by meta-analyses,"implicated as a risk gene,exists is same context",relation,10,#22dd22
adhd,"$122.5 billion ($14,092 per adult)",exists is same context,contextual proximity,2,#808080
adhd,$47.55 million,exists is same context,contextual proximity,10,#808080
adhd,15q11–15q13 region,exists is same context,contextual proximity,3,#808080
adhd,2016,exists is same context,contextual proximity,2,#808080
adhd,2017,exists is same context,contextual proximity,2,#808080
adhd,36-item short form health survey,exists is same context,contextual proximity,5,#808080
adhd,5000 adults,exists is same context,contextual proximity,10,#808080
adhd,aaqol,exists is same context,contextual proximity,4,#808080
adhd,abdominal pain,exists is same context,contextual proximity,9,#808080
adhd,ability to control symptoms,exists is same context,contextual proximity,3,#808080
adhd,abstract problem solving,"are related as ADHD has small to moderate difficulties with abstract problem solving,exists is same context",relation,15,#22dd22
adhd,abusive homes,exists is same context,contextual proximity,2,#808080
adhd,ac ting impulsively,exists is same context,contextual proximity,2,#808080
adhd,academic activity,"some academic activity is often required on weekends, which may affect the treatment of ADHD,exists is same context",relation,6,#22dd22
adhd,academic impairment,exists is same context,contextual proximity,7,#808080
adhd,academic performance,"ADHD can affect academic performance,exists is same context",relation,12,#22dd22
adhd,academic performance enhancement,exists is same context,contextual proximity,2,#808080
adhd,"academic, social, or occupational activities","Symptoms of ADHD must impair function in academic, social, or occupational activities.,exists is same context",relation,13,#22dd22
adhd,"academic, work-related and social problems",exists is same context,contextual proximity,2,#808080
adhd,accidental injuries,"elevated risk for,exists is same context",relation,22,#22dd22
adhd,accidental physical injuries,"Those with ADHD had a 40–50 % greater risk of accidental physical injuries.,exists is same context",relation,11,#22dd22
adhd,accidents,exists is same context,contextual proximity,37,#808080
adhd,accommodation lag/variability,exists is same context,contextual proximity,12,#808080
adhd,acetaminophen,"Prenatal exposure to Acetaminophen has been linked to the risk of ADHD.,exists is same context",relation,7,#22dd22
adhd,actigraphy,"are used to assess physiologic characteristics of sleep in children with ADHD,exists is same context",relation,10,#22dd22
adhd,acupuncture,exists is same context,contextual proximity,5,#808080
adhd,adaptive functioning,exists is same context,contextual proximity,2,#808080
adhd,add (attention deficit disorder),"ADHD is also referred to as ADD,exists is same context",relation,6,#22dd22
